text,setiment
".@elonmusk! Headline not accurate. $6B will not solve world hunger, but it WILL prevent geopolitical instability, mass migration and save 42 million people on the brink of starvation. An unprecedented crisis and a perfect storm due to Covid/conflict/climate crises.",negative
Kavanaugh won't even admit that the Chinese Exclusion Act was wrong. His testimony over the past few days has been truly disturbing. https://twitter.com/siruihua/status/1038061668260093952…,negative
"No, anti-vaxxers are not the face of a “New Civil Rights Movement” and vaccines are not “Medical slavery.” These offensive comparisons must stop because they represent a colossal misappropriation of the civil rights movement. #SB276 #VaccinesWork #SigntheBill #FakeMEsHurtKids",negative
Kavanaugh won't even admit that the Chinese Exclusion Act was wrong. His testimony over the past few days has been truly disturbing. https://twitter.com/siruihua/status/1038061668260093952…,negative
"No, anti-vaxxers are not the face of a “New Civil Rights Movement” and vaccines are not “Medical slavery.” These offensive comparisons must stop because they represent a colossal misappropriation of the civil rights movement. #SB276 #VaccinesWork #SigntheBill #FakeMEsHurtKids",negative
"“If we decide the President is above the law, then we will no longer live in a democracy. We will live in a dictatorship—trading the values of Madison for the values of Moscow.”",negative
FACT: No President under investigation for colluding with a hostile foreign regime has ever appointed someone to the Supreme Court.,neutral
"The merger of these companies should never have been allowed in the first place, which is why I have joined @FrankPallone, @RepJerryNadler, and @BillPascrell to call on the DOJ to investigate Live Nation’s efforts to jack up prices and strangle competition.",negative
Life comes at you fast,neutral
"If you ask me, a quiet free agency is a blessing when you’ve still got an MVP & an MVP finalist on your roster.   Presuming better health, a second full year to hone this dynamic, the return of Roberson, plus renewed league parity, I like our squad just fine.  #GoodToBeAThunder",positive
Oh no you didn’t,negative
The Mayor of OKC.,neutral
"STATEMENT: While I am thankful this morning’s alert was a false alarm, the public must have confidence in our emergency alert system. I am working to get to the bottom of this so we can prevent an error of this type in the future.",neutral
"If you're a Democratic presidential candidate tonight who could pick up a Senate seat, drop out and run for Senate.",neutral
The man's not allowed on social media tonight but still has the nuclear codes.,neutral
Complete shame and humiliation should be cast on GOP Senators who voted to acquit this man.,negative
We all know the Atlantic story is true.,neutral
"Pence knew. He absolutely knew. And he either assisted in it, or he looked the other way. Either way, the Vice President of the United States is culpable.",negative
The President voted by mail.,neutral
Pretty simple. If a Senator now votes no on calling Bolton to testify they're knowingly engaging in a cover-up.,negative
"GOP Senators may vote to acquit, but there is something truly cleansing to the national conscience to see Adam Schiff walk into their chamber and shove a full dose of truth down their throats before they do.",negative
"If you're a Democratic presidential candidate tonight who could pick up a Senate seat, drop out and run for Senate.",neutral
Great news! Our efforts to #ReleaseTheMemo have been effective and the HPSIC plans to begin the process to release the FBI/FISA/Russia memo. This may take up to 19+ Congressional work days but Americans deserve to know the truth.,positive
I am voting no on the AHCA - here is my statement.,negative
"Adam Schiff spread false claims about collusion, fabricated part of @realDonaldTrump's phone call, & deceived everyone about speaking to the whistleblower. Tonight, I plan to vote for @RepAndyBiggsAZ's resolution to condemn @RepAdamSchiff's attempts to mislead the American people",negative
"I applaud @POTUS @realDonaldTrump for laying out a three-pronged approach to combat the #OpioidEpidemic. In order to end the crisis, we must cut off illegal drug trafficking, reduce over prescription and increase access to treatment.",positive
"After 8 years of the Obama Administration’s failure to support our closest ally, this sends a powerful message to the world – the U.S. will stand shoulder to shoulder with #Israel, our friend and the stronghold of democracy in the Middle East.",positive
"Thank you, President @realDonaldTrump, for fulfilling your promise to recognize #Jerusalem as the unquestionable capital of #Israel.",positive
"Here is what we know about this impeachment process: it has been fast, faulty, & flawed. As we take this vote, here is the bottom line for the American people--there was no bribery, no extortion, no quid pro quo, and no high crimes and misdemeanors committed by @realDonaldTrump.",negative
"I know Kim Darroch, I’ve worked with Kim Darroch...and stupid and pompous are the last things to call him. He’s served governments of all parties without fear or favour. He is a true public servant.",positive
"First good news for some time.  Congratulations @keirstarmer who can bring back intelligence, principle, judgment - all essential for #Labour to be of service to the country.  The Corbyn years brought terrible shame and monstrous defeat.  The clearer the new start the better.",positive
"Vladimir Putin’s contempt for, or fear of, a People’s Vote will not shock anybody. The overwhelming evidence of malign and multiple Russian interventions in western democratic processes, including the Brexit referendum, have been designed to destabilize democratic rule.",negative
"Dangerous, irresponsible, hateful, jaw-dropping @realDonaldTrump on twitter this morning.  Offensive to everything we should stand for.  Time for an apology.",negative
"This is SO disingenuous from @michaelgove   He is intelligent enough to be ashamed. The EU have negotiated a deal framed by BRITISH red lines (re CU, SM, NI).  He cannot stamp his feet and shout for them to move - unless he moves.  Ball in his court.",negative
"Just catching up to this piece now. For the record, I never offered @RobertKennedyJr the open Senate seat. Simply not true, and feels like an important clarification given that he has said this elsewhere.",negative
My lessons w/ @DanSmithSongs have really started paying off! Last night I introduced him at Bar Nine and then surprised Mary and others by jumping in to play and sing Stand By Me and Heard it Through the Grapevine! I was just as nervous as my 1st day in office. What a blast!,positive
President Trump again spoke directly to the American people about the national security crisis at our southern border. @POTUS has listened to both sides & is still willing to compromise. All members of Congress should take this proposal seriously.,neutral
President Trump again spoke directly to the American people about the national security crisis at our southern border. @POTUS has listened to both sides & is still willing to compromise. All members of Congress should take this proposal seriously.,neutral
"The U.S. is continuing to work at record speed to develop effective vaccines and treatments for #COVID19. This week, @HHSgov announced Georgia will receive nearly 2,000 vials of a new antibody treatment for patients in our state. https://hhs.gov/about/news/2020/11/10/hhs-allocates-lilly-therapeutic-treat-patients-mild-moderate-covid-19.html…",positive
Americans are ready to get back to work and the economy is ready to rebound! #JobsReport,positive
We are calling up a resolution that condemns Chairman Adam Schiff and the way he has abused his power to mislead the American people. Read the complete censure resolution here:,neutral
"In recent weeks, we’ve witnessed thousands peacefully protest across the U.S. and Georgia. Today, I’m proud to join House and Senate Democrats in answering the calls for action by introducing historic legislation to combat excessive use of force by police and racial injustice.",positive
"On the sun-bleached bones of history, of many great nations, are written those pathetic words: Too late. They moved too late to save their great nations. Let us not this day move too late to save our great nation.",negative
Congratulations to @EnesFreedom on his nomination for a Nobel Peace Prize. Proud to support your efforts to bring awareness to human rights abuses around the world.,positive
"Based on the facts before me, I have to go with my gut and vote my conscience. I voted to impeach President Trump. His inciting rhetoric was un-American, abhorrent, and absolutely an impeachable offense. It’s time to put country over politics.",negative
"President Trump was, without question, a driving force in the catastrophic events that took place on January 6 by encouraging masses of rioters to incite violence on elected officials, staff members, and our representative democracy as a whole.",negative
Congratulations to @EnesFreedom on his nomination for a Nobel Peace Prize. Proud to support your efforts to bring awareness to human rights abuses around the world.,positive
"Based on the facts before me, I have to go with my gut and vote my conscience. I voted to impeach President Trump. His inciting rhetoric was un-American, abhorrent, and absolutely an impeachable offense. It’s time to put country over politics.",negative
"President Trump was, without question, a driving force in the catastrophic events that took place on January 6 by encouraging masses of rioters to incite violence on elected officials, staff members, and our representative democracy as a whole.",negative
"Hey @realDonaldTrump I oppose civil asset forfeiture too! Why don't you try to destroy my career you fascist, loofa-faced, shit-gibbon!",negative
But to be fair...it's within the margin of error.,neutral
Hey @realDonaldTrump. No one resigned like Nixon. The best! I bet you could never do resigning that good. Bet you're a bad resigner. #MAGA,negative
"43 years ago, Richard Nixon left the White House after resigning from the presidency amid Watergate investigation. http://abcn.ws/2vndprr",neutral
It's always interesting to see the different ways that different presidents inspire the nation. #Charlottesville,positive
I’m a gun owner. Do not tell me our Founders conceived of this carnage when they wrote the Constitution. Do not tell me they would have tolerated this madness. Do not tell me that teachers must be armed. And do not tell me your AR15 is worth more than another 14 children’s lives.,negative
"Women are not the property of their State, so they can travel between them for any reason they damn well please.",neutral
"Members of Congress elected on the very same ballots to which they plan to object on Jan 6 should refuse to be sworn-in tomorrow, for if Trump’s defeat isn’t legitimate, how can their victories be legitimate?",negative
I’m a gun owner. Do not tell me our Founders conceived of this carnage when they wrote the Constitution. Do not tell me they would have tolerated this madness. Do not tell me that teachers must be armed. And do not tell me your AR15 is worth more than another 14 children’s lives.,negative
"Women are not the property of their State, so they can travel between them for any reason they damn well please.",neutral
"Members of Congress elected on the very same ballots to which they plan to object on Jan 6 should refuse to be sworn-in tomorrow, for if Trump’s defeat isn’t legitimate, how can their victories be legitimate?",negative
"Today the Senate could have passed my bill w/ @SenatorSinema to address the shortage of respirators during this #COVID19 outbreak. As a result of the objection from @SenateDems, the health and safety of our health care providers and first responders is at risk.",negative
"Today the Senate could have passed my bill w/ @SenatorSinema to address the shortage of respirators during this #COVID19 outbreak. As a result of the objection from @SenateDems, the health and safety of our health care providers and first responders is at risk.",negative
It’s official! @RepDavids & I are the first Native American women in Congress. #116thCongress,positive
"This Veteran put his life on the line for our country. The students’ display of blatant hate, disrespect, and intolerance is a signal of how common decency has decayed under this administration. Heartbreaking. https://t.co/NuPnYu9FP4",negative
It’s official! @RepDavids & I are the first Native American women in Congress. #116thCongress,positive
"This Veteran put his life on the line for our country. The students’ display of blatant hate, disrespect, and intolerance is a signal of how common decency has decayed under this administration. Heartbreaking. https://t.co/NuPnYu9FP4",negative
"The Dow Jones average surpassed 30,000 for the first time ever! Thanks to President @realDonaldTrump's pro-growth, pro-America policies, we are well on our way to rebuilding the greatest economy in history!",positive
"This is the most corrupt, rigged railroad job I have ever seen in my entire life.",negative
"As the first South American immigrant member of Congress who proudly represents thousands of Cuban Americans, I find Senator Bernie Sanders’ comments on Castro’s Cuba absolutely unacceptable.",negative
I wasn’t sleeping. I was trying not to scream.,negative
He stored highly classified documents in his bathroom!? Talk about a sh*tshow.,negative
On way home on DOMESTIC FLIGHT Muhammad Ali Jr. detained AGAIN by @DHSgov. Religiously profiling son of 'The Greatest' will not make us safe,negative
I am calling for the immediate resignation of U.S. Secretary of Labor Alex Acosta.,neutral
".@realDonaldTrump Your racist insults will never change the fact that @repcummings has unmatched integrity and universal bipartisan respect. YOU are reviled, he is revered. @OversightDems will continue to do our jobs and expose your corruption. #countonit",negative
"Mr. President, let’s set politics aside. My husband earned all his accolades after a lifetime of service. I’m preparing for the first holiday season without the man I love. You brought me down in a way you can never imagine and your hurtful words just made my healing much harder.",negative
The times have found us. Thank you for strong leadership and an empathetic hand @SpeakerPelosi.,positive
When the First Lady tells you to vote — you do it. —> http://iwillvote.com,neutral
"I urge President Trump to resign. I urge Vice President Pence and the Cabinet secretaries to invoke the 25th Amendment. However, as these actions appear unlikely, I have cosponsored articles of impeachment to remove President Trump from office.",neutral
"One of the troubling realities these days is the historical ignorance about the Israeli-Palestinian conflict. Hamas is portrayed as part of the oppressed when it oppresses Gazans, persecutes gays, and uses its tunnels to protect its rockets and its public as human shields.",negative
"Blocking funding for Iron Dome may well harm Israelis and Palestinians alike. If Israel cannot protect its citizens from Hamas rockets, it will have to  go into Gaza on the ground to prevent them from being fired. In that case, Palestinian and Israeli losses will be much higher.",negative
"One of the troubling realities these days is the historical ignorance about the Israeli-Palestinian conflict. Hamas is portrayed as part of the oppressed when it oppresses Gazans, persecutes gays, and uses its tunnels to protect its rockets and its public as human shields.",negative
"Blocking funding for Iron Dome may well harm Israelis and Palestinians alike. If Israel cannot protect its citizens from Hamas rockets, it will have to  go into Gaza on the ground to prevent them from being fired. In that case, Palestinian and Israeli losses will be much higher.",negative
Speaking of the Daily Show and transphobia this from 2003 seems relevant. Also props to @Dennis_Kucinich,neutral
"We need to stop using jails to warehouse people with drug addictions. We must address pain management, legalize cannabis use and provide mental health services. This is a tough society. The system is tough on people. We must address why people are checking out with such frequency",negative
"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! twitter.com/PhilipRucker/s…",negative
"The incidents of obstruction of justice cited in the Mueller report are too serious to be dismissed based on politics, party biases, or the fear of a predicted outcome. I support the House of Representatives beginning an impeachment inquiry into President Trump. Full statement:",negative
"As Americans confront the ongoing challenges brought on by the pandemic, this week House Democrats passed another bill to deliver desperately-needed relief. Our communities shouldn’t have to wait any longer.",positive
@Lin_Manuel Thanks for coming to talk to Interior Appropriations members and for your awesome advocacy for the arts!,positive
Don’t blame me— I was in New Hampshire.,neutral
Clear now that General Flynn was set up by dirty cops at the highest levels of our government...,negative
IS THIS MYSPACE?  NO ONE IS RESPONDING TO MY TWEETS!!!  IS EVERYONE AT PARLER ???,negative
Perhaps the best @ChuckGrassley clip of all time...,positive
"The Trump admin’s new “expedited removal” rule should terrify us all. It will allow ICE officers to approach ANYBODY in the U.S. (w/o probable cause) & demand they prove they’re a citizen or have been in the US for 2 years. If they can’t, they’re deported. No trial, no hearing.",negative
"The facts laid out in the Mueller report, coupled with this administration’s ongoing attempts to stonewall Congress, leave us no other choice: It is time for Congress to officially launch an impeachment inquiry against the President of the United States.",negative
I just finished visiting the ICE facility in Aurora. This is not the way we should be treating people. We saw 48 women in what looked like a crowded gym. One of them had been there for 1.5 years. We shouldn’t have private detention facilities in the US. We need to close them now.,negative
"4 months away from an election, there should be no consideration of a Supreme Court nominee until the American people have a say. Leader McConnell set that standard when he denied Judge Garland a hearing for nearly a year, and the Senate should follow the McConnell Standard now.",negative
Another mass shooting. Reportedly another AR-15. My bill to ban assault weapons is ready for a vote. How long will we accept weapons of war being used to slaughter our children?,negative
"UPDATE: 43 senators now support our bill to bar children from being taken from their parents at the border. We still need a Republican senator to join. If you’re represented by a Republican senator, please ask them to cosponsor S.3036. #FamiliesBelongTogether",neutral
"UPDATE: The entire Democratic caucus supports our bill to bar children from being taken from their parents at the border. I’ve heard countless Republicans say that they oppose children being taken from their parents. If that’s true, they should support our bill NOW!",neutral
"President Trump, Dr. Blasey Ford did not want her story of sexual assault to be public. She requested confidentiality and I honored that. It wasn’t until the media outed her that she decided to come forward. You may not respect women and the wishes of victims, but I do.",negative
"The LA Times misunderstood what I said today. Before the trial I said I'd keep an open mind. Now that both sides made their cases, it’s clear the president’s actions were wrong. He withheld vital foreign assistance for personal political gain. That can’t be allowed to stand.",negative
BREAKING: Judiciary Committee Democrats have requested Brett Kavanaugh's hearing be postponed.,neutral
"If the president can’t control himself and lead this country with the authority, dignity and leadership it requires, then he shouldn’t be the president. There’s no room for racism in the Oval Office.",negative
UPDATE: 38 senators now support our legislation to prevent children being taken from their parents at the border. We’re building momentum to end this horrific practice. Please ask your senators to support us!,positive
94% of Americans (93% of gun owners) want background checks on every gun sale. Retweet if you do too.,neutral
I'm gravely concerned that the 14 criminal referrals from Special Counsel Mueller related to the investigation are under the supervision & control of AG Barr. He's virtually disqualified himself to be the kind of person we can expect to stand back & make sure justice is served.,negative
"It is with enormous sadness that the Gregory family confirms that their father, comedic legend… https://instagram.com/p/BX_622KjGNB/",negative
I'm calling for an impeachment inquiry because of the mounting evidence that Donald Trump has repeatedly broken the law to protect his own interests.,negative
The House Rs just blocked a vote to set up a Select Committee on Gun Violence that would study how to prevent future tragedies.,negative
We don’t hear much about Democrats and leftists being let back on Twitter. Why? Because they were never kicked off in the first place. Their lies and misinformation simply escaped all scrutiny. Censorship has been deployed as a one-way operation against conservatives @elonmusk,negative
"Neither were the Iranians, and for pretty much the same reason https://twitter.com/NewsBreaking/status/1212940742345125888…",neutral
How can I make a judgment on the impeachment investigation if we don’t know what’s being said in these hearings? Adam Schiff’s secret investigation hasn’t released a single deposition statement. This is an unfair process not designed to get at the truth. #NoDueProcess for @POTUS,negative
ICYMI: Congressman Don Bacon (NE-02) issued the below statement after voting yes on S.1838 the Hong Kong Human Rights and Democracy Act of 2019; the Senate version of H.R. 3289 and titled the same. View full statement here:,neutral
The Nebraska Representatives of the US Global Leadership Coalition came by for a visit! Glad to support building trade and diplomacy.,positive
I have the utmost respect for my colleague @RepStefanik and it’s shameful that those who disagree with her would resort to these tactics  #TeamElise,negative
My statement on the recent report on Israel by Amnesty International:,neutral
"38 years ago this month, thousands of Sikhs were victims of reprisal killings following the assassination of Indian PM Indira Gandhi. I spoke on the House floor about the importance of recognizing this human tragedy and the resiliency of South Jersey’s Sikh community.",neutral
.@Kaepernick7 lost his job for taking a knee. And @brettfavre has the audacity to say he’s been “unjustly smeared by the media?” If @brettfavre was black he’d likely already be charged! Mississippi AG Lynn Fitch needs to #ChargeBrettFavre w/ welfare fraud.,negative
From the man who launched his political career by claiming Obama wasn't born in the U.S. #followthefacts,neutral
"President @realDonaldTrump has found no depths to which he will not sink. His politicized use of the 9/11 attacks, which killed so many of my constituents and left scars in my community, is beneath anything I ever imagined. His dangerous rhetoric against @Ilhan is sick.",negative
".@realDonaldTrump, your policies are terrible. Even Republicans are struggling to defend you.",negative
"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!",positive
"Going welI, I think! Thank you to all. LOVE!!!",positive
"I WON THIS ELECTION, BY A LOT!",positive
"It was great to meet with you this week at the White House, @bts_bighit. The rise in anti-Asian hate crimes requires all of us to stand up, speak out, and give hate no safe harbor. Thanks for all you’re doing. It matters.",positive
We're back in the Paris Climate Agreement.,neutral
"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!",positive
"Going welI, I think! Thank you to all. LOVE!!!",positive
"I WON THIS ELECTION, BY A LOT!",positive
"It was great to meet with you this week at the White House, @bts_bighit. The rise in anti-Asian hate crimes requires all of us to stand up, speak out, and give hate no safe harbor. Thanks for all you’re doing. It matters.",positive
We're back in the Paris Climate Agreement.,neutral
Please meet the next House Minority Leader in the 118th Congress. Meet ⁦@RepJeffries⁩ of New York.,neutral
Is Donald Trump a legitmate President?,neutral
"Tommy Raskin, like so many of us, would have been proud of his Dad today.",positive
"Today, Texas stood for life! The Texas Heartbeat Act is now law in the Lone Star State. #txlege",positive
"Aaron Cook, the last known Pearl Harbor survivor from Texas has passed. We’ve lost yet another great American Hero.  Lift up his family in prayer today.",neutral
"An historic day for Israel, the US, and the world.",positive
With @JoeLieberman in Jerusalem at the opening of the US Embassy. Over 70 years in the making. #History,neutral
"Huge turnout at @BetoORourke’s Rally for Reproductive Freedom! Just as your vote is foundational to democracy, so too is your bodily autonomy for there can be no self governance without self determination. We must elect #Beto! #txlege",positive
Abbott says he will never raise property taxes because state has no authority over property taxes. But that also means he can't claim to lower property taxes. #txlege #TXGovDebate,neutral
"Today, we wear suffragette white to send a strong message that we are fighting #ForThePeople and advancing women’s rights. #WomenUnited",positive
We cannot ignore yesterday's insurrection and every day that the President remains in office is a threat to our democracy. That’s why I am cosponsoring an impeachment resolution to initiate the process of removing the President from office immediately.,negative
"Today, we wear suffragette white to send a strong message that we are fighting #ForThePeople and advancing women’s rights. #WomenUnited",positive
We cannot ignore yesterday's insurrection and every day that the President remains in office is a threat to our democracy. That’s why I am cosponsoring an impeachment resolution to initiate the process of removing the President from office immediately.,negative
Coming Soon. Watch for a preview of Wednesday’s big announcement.,neutral
"The American people are hurting in President Biden’s economy, and this is one way we’re trying to help. Get your Biden Relief Card before they run out: http://BidenReliefCard.com",neutral
"It's official: We just hit the 40,000 donor requirement to qualify for the debate stage next month. Thanks to all our supporters who helped get us there! #TeamBurgum",positive
"We’re fighting to protect the integrity of our elections — not only for this election, but for all of our elections to come.",positive
"It’s far too early to call the election in Arizona. Election Day votes are not fully reported, and we haven’t even started to count early ballots dropped off at the polls. In AZ, we protected Election Day. Let’s count the votes — all the votes — before making declarations.",negative
"Arizona is proud to welcome @realDonaldTrump to our state today! We are very thankful for his leadership in addressing #COVID19, and his continued support for our tribal communities. 1/2",positive
"This witness has absolutely no relevant information. She can't bring any first-hand knowledge of the events and was recalled from Ukraine before the call between @realDonaldTrump and Zelensky. Instead, she is complaining about how @POTUS lawfully removed her as ambassador.",negative
"Schiff-style impeachment: Dems hide testimony behind secure doors & leak info vital to their false narrative, driving the lies against @realDonaldTrump. As the radical left moves towards impeachment, they attempt to overturn the will of the American voters, in total secrecy.",negative
Rep Schiff frequently pops in & out of his secret room in the bowels of the Capitol to spread lies about @realDonaldTrump to the Democratic comms team at CNN. He's misled the American people long enough. This is why I support @RepAndyBiggsAZ’s resolution to censure & condemn him.,negative
"I am a firm NO on the impeachment of our duly elected President @realDonaldTrump. This whole process is a joke. I am glad the circus is almost over, and we can move on to the issues that really matter to our constituents.",negative
"In less than six months, House Democrats have blocked more than 50 attempts by Republicans to stop infanticide. I will continue to fight to protect the most vulnerable among us. #EndInfanticide #BornAliveAct",negative
I'm pleased to join @RepMikeJohnson and my @HouseGOP colleagues on an amicus curiae brief to the Supreme Court in support of the Texas v. Pennsylvania case. This brief presents the unconstitutional irregularities rampant in @realDonaldTrump's election. The SC must investigate.,positive
#EarthDay in Seattle with @POTUS,neutral
"Today I commit King County to converting the remaining youth detention units at the CFJC to other uses as quickly as possible, and no later than 2025.",neutral
"Today, I am announcing that King County will step up and create high-volume community vaccination sites and mobile teams to make sure we hit the ground running as medical personnel receive their doses. These local efforts will complement the State's vaccination plan. 1/3",neutral
"As Democrats in Congress continue their push for impeachment, they have held Congress back from passing #USMCA. This trade agreement means thousands of new jobs and higher wages for American workers. Time to stop stalling! #USMCANow",negative
"At the White House with fellow @WaysandMeansGOP member, @RepLaHood, to watch @realDonaldTrump sign phase one of the China Trade Deal. Big day for America",positive
98% of American exporters are small and medium-sized businesses. Delaying the passage of the #USMCA makes it more difficult for Main Street job creators to compete in the world marketplace. #CostofDelay #USMCANow,negative
"I will vote for #HB1927 & strongly support #ConstitutionalCarry. Let me be very clear: I filed #SB540, which is #ConstitutionalCarry & a companion to #HB1927. Texas needs to be the 21st state with Constitutional Carry. #txlege",positive
Now is the time for @realDonaldTrump to pardon the #BidenFour. Two of these young men are Texans. Reporter/Author @ginamkeating has exposed the cover up. President it’s time to send these men home to their families. #txlege @FreeRaven23,neutral
I just voted to hold Adam Schiff accountable. Democrats blocked the censure resolution.,negative
I voted against the $1.7 trillion omnibus. I’m looking forward to new leadership in the House in January. We must do better.,negative
Under the Constitution the authority to launch impeachment rests with the U.S. House of Representatives—not with the Speaker and not with the Chair of House Intelligence.,neutral
I just voted to hold Adam Schiff accountable. Democrats blocked the censure resolution.,negative
I voted against the $1.7 trillion omnibus. I’m looking forward to new leadership in the House in January. We must do better.,negative
Under the Constitution the authority to launch impeachment rests with the U.S. House of Representatives—not with the Speaker and not with the Chair of House Intelligence.,neutral
"My grandson, Charlie, made a new friend at today’s @WhiteHouse picnic! Thanks @POTUS!",positive
I am currently at Walter Reed Medical in Bethesda where we've been told there is an active shooter. I am currently safe in a conference room w/ approx 40 others.,neutral
"I've been working closely w/ @RepKinzinger on our bipartisan bill to end the cycle of gun violence. He's as pragmatic + patriotic as they come. I am grateful for his service to the United States, whether in Congress or on the battlefield. He is a man of true courage.",positive
"As the Republican Party condemns leaders who aren’t aligned with Donald Trump, Rep. Adam Kinzinger, a six-term Illinois congressman, is enemy No. 1 — unwelcome not just in his party but also in his own family. https://nyti.ms/37kmWDx",negative
"I'm joining @RepSwalwell + many colleagues in urging @GOPLeader to meet w/ @DCPoliceDept Officer Michael Fanone, who was brutally injured while defending our US Capitol on January 6. Despite numerous meeting requests from Officer Fanone, McCarthy has yet to meet with him.",negative
"The #HeroesAct reflects the aggressive response demanded by the worst public health threat in our lifetime. Funds testing, a second round of stimulus checks for families + helps our state and county workers on the frontlines of the #COVID19 fight. More: https://ruppersberger.house.gov/newsroom/press-releases/ruppersberger-supports-additional-covid-19-funding-for-state-and-local…",neutral
I encourage my Senate colleagues to give Neil Gorsuch the same courtesy Senate Republicans gave Merrick Garland. #SCOTUS,neutral
White nationalists and racists are NOT welcome in Portland. Period.,negative
"We welcomed Prime Minister of India Narendra Modi to address a rare joint session of Congress. The Hindustan Times, one of India’s largest newspapers, also published my extensive interview on India including Hawaii’s unique historic ties as well as critical institutions…(1/2)",positive
"Yesterday’s Kaua’i tour helicopter crash is such a deep tragedy, not only for the seven lives feared lost, but that we must confront this reality in Hawai’i for the third time in just one year.",negative
"We welcomed Prime Minister of India Narendra Modi to address a rare joint session of Congress. The Hindustan Times, one of India’s largest newspapers, also published my extensive interview on India including Hawaii’s unique historic ties as well as critical institutions…(1/2)",positive
"Yesterday’s Kaua’i tour helicopter crash is such a deep tragedy, not only for the seven lives feared lost, but that we must confront this reality in Hawai’i for the third time in just one year.",negative
If Joel doesn’t win MVP there should be a Congressional investigation….No it ought to be something more effective than that!,negative
Joel Embid a great pick for Sixers but we will regret passing on Doug McDermott for years to come.,negative
OK let’s get this straight once and for all. Anyone who can take questions from the national press for nearly two hours and respond to them intelligently and with grace and dignity has ZERO cognitive challenges is NOT senile and has the requisite stamina & smarts to lead us.,neutral
Trump has no clue re Pittsburgh. It transformed itself by cleaning it's environment. It went from old industrial city to high tech Mecca!,negative
"Congrats to Gov.Wolf on the CDC’s finding that Pennsylvania is 1 of only 3 states to have a decline in corona virus cases for 40 straight days. Strong leadership not afraid to make tough, unpopular decisions paid off for us.",positive
"The happiest dog in the world, my Golden Retriever Maggie, died today. Full tribute here: https://goo.gl/DqfEBV",positive
We are sorry to say that our beloved patriarch passed away this morning peacefully.  Words cannot express the sadness we feel. With a kiss on your head- Goodnight dad.  We love you.,positive
"My heart is broken.  Gavin was my brother, my partner in crime (and food) and my comic conspirator.  I will see you in a bit Gavin. Tell the gang I will see them in a bit.  Betty! It’s just you and me now.",negative
New York State Republican Chair Ed Cox released the following statement on the blatantly political indictment of former President Trump:,neutral
"A Zeldin led independent expenditure fueled Red Wave protesting one party woke-progressive government in Albany & DC swept EVERY NY county & a record 11 GOP congressional, & also GOP legislative, candidates into office.  Hochul’s pay-to-play & $1B Gov’t-funded campaign dooms her.",neutral
For the Women of Virginia and the Women of America. The ERA has passed the House! Equal truly means equal.,positive
Virginia is only 1 state Senate seat away from becoming the next state to ban abortion. We must take back our House majority and expand our majority in the Senate to protect the rights of women across the Commonwealth.,neutral
"I am so proud to endorse @PeteButtigieg to be the next president of the United States. He stands for everything I believe in. He's smart, he's young and energetic, and as a Navy veteran he knows what American power is and what it needs to be again. Please join me! #TeamPete",positive
.⁦⁦@PeteButtigieg⁩ endorsed by No.2 official in California — Lt. Gov. ⁦@EleniForCA⁩ https://sfchronicle.com/politics/article/Pete-Buttigieg-endorsed-by-California-Lt-Gov-15052219.php?t=70349676fa…,neutral
"Elected officials, labor leaders & businesspeople from every corner of CA are on #TeamKamala. She's the highest ranking black woman in US politics, which is a testament to her extraordinary capabilities & dedication to her work. She’s also made close, loyal friends along the way.",positive
NEW: California Lt. Gov. Eleni Kounalakis organized a call between CA electeds & labor leaders and Biden's vetting team this week to push back against the idea that Harris lacks support in her home state or wouldn't be a loyal partner twitter.com/ajjaffe/status…,neutral
"I'm begging the American people to pay attention to what is going on. Because if you want to have a democracy intact for your children, and your children's children, and generations yet unborn we've got to guard this moment…this is our watch.",neutral
I just signed on to the Resolution to Condemn and Censure Adam Schiff for manufacturing false dialogue between @POTUS and President Zelensky during a House Intelligence Committee hearing. He has made a mockery of our Committee and should step down as Chairman.,negative
"Thanks, @realDonaldTrump & EVERYONE for the outpouring of support! I will continue to work hard to pursue the truth on behalf of my constituents. The Radical Left will continue their sick attacks on me but I’m proud to represent the people of NY21! ",positive
"Since I’ve exposed Adam Schiff, radical liberals & never-Trumpers are launching disgusting attacks against me in an attempt to silence me. NEWSFLASHI will continue to focus on facts & the truth for the American people. Donate now to help me fight back!",negative
We just raised 250k in 15 MINUTES. THANK YOU! help us get to 500k TONIGHT go to http://fightschiff.com to join the fight!,positive
I just signed on to the Resolution to Condemn and Censure Adam Schiff for manufacturing false dialogue between @POTUS and President Zelensky during a House Intelligence Committee hearing. He has made a mockery of our Committee and should step down as Chairman.,negative
"Thanks, @realDonaldTrump & EVERYONE for the outpouring of support! I will continue to work hard to pursue the truth on behalf of my constituents. The Radical Left will continue their sick attacks on me but I’m proud to represent the people of NY21! ",positive
"Since I’ve exposed Adam Schiff, radical liberals & never-Trumpers are launching disgusting attacks against me in an attempt to silence me. NEWSFLASHI will continue to focus on facts & the truth for the American people. Donate now to help me fight back!",negative
